ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
11320,4513005,Active,434440,6HR Pas Mon-Fri 0900-2200,,On Street,Queens,Melbourne Avenue,N,Kissena Boulevard,149 Street,40.73394085,-73.81651643,1035100.536,206724.2848,POINT (-73.816516433906 40.733940851826)
5834,3249892,Active,333161,2 HR Pas Mon-Sat 1000-1900,,On Street,Brooklyn,Bergen Street,N,Flatbush Avenue,5 Avenue,40.68101338,-73.9756917,990992.1443,187388.891,POINT (-73.975691702627 40.681013376208)
5391,3383082,Retired,337603,1HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Flatlands Avenue,N,East 82 Street,East 81 Street,40.63621413,-73.91236968,1008571.452,171078.5047,POINT (-73.912369677825 40.636214128621)
14105,1243129,Active,101997,2HR Pas Mon-Sat 0900-1600,,On Street,Manhattan,Bowery,W,Prince Street,Spring Street,40.72137579,-73.99376384,985978.614,202093.2481,POINT (-73.993763837093 40.721375792106)
3062,4283010,Active,431971,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,45 Avenue,N,Smart Street,Bowne Street,40.75405297,-73.8181723,1034626.421,214050.7993,POINT (-73.818172300679 40.754052972502)
14614,3623032,Active,323728,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Liberty Avenue,N,Autumn Avenue,Crescent Street,40.67828897,-73.87034297,1020213.104,186421.9897,POINT (-73.87034296703 40.678288965801)
325,4072164,Active,425413,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,36 Street,E,35 Avenue,36 Avenue,40.75593377,-73.92470105,1005111.437,214692.7186,POINT (-73.9247010451 40.755933773342)
7397,2053014,Active,208342,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East Tremont Avenue,S,Belmont Avenue,Crotona Avenue,40.84555168,-73.89157993,1014247.165,247353.2609,POINT (-73.89157992646 40.845551681224)
1524,2162849,Active,200595,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,East Tremont Avenue,W,Barkley Avenue,Lafayette Avenue,40.83004981,-73.82576522,1032467.689,241734.7433,POINT (-73.825765218025 40.83004981429)
10732,1433016,Active,116342,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 48 Street,N,Rockefeller Plaza,5 Avenue,40.75755562,-73.97864007,990167.5846,215275.3648,POINT (-73.978640074322 40.75755561834)
9423,1443048,Inactive,102727,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 38 Street,N,Avenue of the Americas,5 Avenue,40.75119402,-73.98314516,988919.9355,212957.3573,POINT (-73.983145158653 40.751194023767)
5087,3113002,Active,333187,2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,,On Street,Brooklyn,13 Avenue,W,38 Street,39 Street,40.6409421,-73.98605628,988119.7508,172789.1768,POINT (-73.986056281514 40.640942103948)
10187,1443708,Active,102125,2HR Pas Mon-Sat 0800-2200,,On Street,Manhattan,3 Avenue,E,East 27 Street,East 28 Street,40.74160904,-73.98097998,989520.5954,209465.3649,POINT (-73.980979979474 40.741609043528)
5558,3493080,Active,303982,2 HR Pas Mon-Fri 0830-1900,,On Street,Brooklyn,49 Street,S,12 Avenue,New Utrecht Avenue,40.63643998,-73.99454856,985763.0199,171148.6699,POINT (-73.99454856353 40.636439979184)
8209,3493073,Active,307491,2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,,On Street,Brooklyn,13 Avenue,W,New Utrecht Avenue,55 Street,40.63183369,-73.99553848,985488.3577,169470.4606,POINT (-73.995538483991 40.631833693744)
10243,1443765,Inactive,106337,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,8 Avenue,E,West 23 Street,West 24 Street,40.74573214,-73.99802674,984796.7719,210966.9738,POINT (-73.998026739919 40.745732138365)
6476,2173026,Active,207148,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Metropolitan Avenue,N,Red Oak Drive,Pine Drive,40.83978538,-73.85813485,1023503.989,245265.6034,POINT (-73.858134853022 40.839785380199)
6546,2262712,Active,206744,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,West 234 Street,N,Bailey Avenue,Broadway,40.88152898,-73.90244172,1011227.376,260457.6461,POINT (-73.902441722003 40.88152897505)
8872,1113024,Inactive,101888,4HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,West Street,E,Harrison Street,North Moore Street,40.72001005,-74.01201504,980919.4587,201595.8324,POINT (-74.012015043511 40.720010047984)
9879,1443426,Active,106868,1HR Com Mon-Fri 0700-1900,,On Street,Manhattan,East 29 Street,N,Madison Avenue,5 Avenue,40.7448827,-73.98572638,988205.1371,210657.811,POINT (-73.985726378355 40.744882696452)
8356,1433714,Active,106561,3HR Com Mon-Sat 0700-2200,,On Street,Manhattan,3 Avenue,W,East 52 Street,East 53 Street,40.7575411,-73.96965804,992655.9825,215270.811,POINT (-73.969658038472 40.757541103716)
3805,4313001,Retired,453666,2HR Pas Mon-Sat 0900-1900,,On Street,Queens,Woodhaven Boulevard,W,Myrtle Avenue,Forest Park Drive,40.70172072,-73.85549801,1024316.579,194965.2948,POINT (-73.85549800921 40.701720717429)
7513,2013006,Active,214299,2 HR Pas Sat 0900-1900,,On Street,Bronx,West Fordham Road,S,Grand Avenue,Davidson Avenue,40.86262174,-73.90287743,1011114.53,253568.8659,POINT (-73.902877428264 40.862621741592)
3532,4293086,Active,415963,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,124 Street,E,107 Avenue,Liberty Avenue,40.68758692,-73.81998023,1034175.291,189834.1876,POINT (-73.819980225869 40.687586917115)
8910,1113095,Active,100034,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,South Street,W,Old Slip,Broad Street,40.70193582,-74.01077414,981262.6247,195010.8006,POINT (-74.010774138435 40.701935823025)
7834,3103009,Active,315011,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,18 Avenue,W,67 Street,68 Street,40.61767726,-73.99175857,986538.0121,164312.9706,POINT (-73.991758570628 40.617677255508)
2859,4233095,Active,421988,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Newtown Avenue,S,32 Street,31 Street,40.76721976,-73.9205832,1006248.549,218805.5785,POINT (-73.920583202426 40.767219756308)
990,4122371,Active,404604,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,88 Street,E,37 Avenue,Roosevelt Avenue,40.74849869,-73.87834752,1017957.351,211998.3179,POINT (-73.878347517601 40.748498692357)
2837,4013049,Active,417335,"2 HR Pas Mon-Fri 0800-1600, 1900-2200 /2 HR Pas Sat 0800-2200",,On Street,Queens,Queens Boulevard,S,40 Street,41 Street,40.74352378,-73.92381908,1005359.715,210171.5702,POINT (-73.92381908289 40.743523776627)
13249,4093071,Active,458776,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Myrtle Avenue,S,Summerfield Street,Decatur Street,40.7006058,-73.89621767,1013026.581,194543.0955,POINT (-73.896217673406 40.700605796873)
2825,4013009,Active,426604,2 HR Pas Mon-Sat 0800-2200,,On Street,Queens,Queens Boulevard,N,47 Street,46 Street,40.74334481,-73.9182219,1006910.754,210107.7665,POINT (-73.91822189751 40.743344813143)
6793,3513015,Active,317907,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,20 Avenue,W,65 Street,66 Street,40.61641448,-73.98606904,988117.6317,163853.1084,POINT (-73.986069037888 40.616414480207)
12423,3131551,Active,325346,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Avenue I,S,McDonald Avenue,Dahill Road,40.62586732,-73.97675803,990701.7187,167297.5772,POINT (-73.976758030105 40.625867323834)
13845,4163113,Active,412410,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Merrick Boulevard,S,227 Street,228 Street,40.67674391,-73.74266202,1055629.676,185937.3155,POINT (-73.742662022769 40.676743914914)
4884,3149801,Active,302052,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,9 Street,N,6 Avenue,5 Avenue,40.66884082,-73.9854242,988293.4775,182953.4832,POINT (-73.985424204911 40.668840824572)
3825,4313045,Active,454660,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jamaica Avenue,S,80 Street,85 Street,40.69235595,-73.86021019,1023015.462,191551.3187,POINT (-73.860210189747 40.692355954718)
13701,4213045,Active,444811,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,45 Drive,S,Bell Boulevard,215 Street,40.75896755,-73.76831171,1048435.824,215873.9384,POINT (-73.768311706806 40.758967546755)
6402,3453009,Active,313880,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,18 Avenue,W,76 Street,77 Street,40.61256792,-73.99690137,985110.3162,162451.415,POINT (-73.99690137468 40.612567923829)
6832,2131194,Active,209782,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Bronx,East 187 Street,S,Beaumont Avenue,Crotona Avenue,40.85397681,-73.88406684,1016321.788,250425.5153,POINT (-73.884066839425 40.853976811852)
3309,4013043,Active,426983,4HR Pas Mon-Sat 0900-1900,,On Street,Queens,39 Street,W,43 Avenue,Queens Boulevard,40.74458064,-73.92611982,1004721.858,210556.0734,POINT (-73.926119815188 40.744580640907)
2289,4233005,Active,421683,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,36 Avenue,S,29 Street,30 Street,40.75706096,-73.93090192,1003393.171,215101.974,POINT (-73.930901922654 40.757060961896)
2528,4173099,Active,468236,2 HR Pas Mon-Sat 0800-2200,,On Street,Queens,Queens Boulevard,N,Junction Boulevard,62 Drive,40.73073375,-73.86331941,1022131.421,205532.1352,POINT (-73.863319406794 40.73073375221)
2406,4413089,Active,406957,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Broadway,S,St. James Avenue,Corona Avenue,40.73960635,-73.87825638,1017987.105,208758.5907,POINT (-73.878256382731 40.739606346467)
5501,3543021,Active,306244,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Avenue U,S,West 7 Street,West 6 Street,40.59639464,-73.9779937,990361.4074,156559.8221,POINT (-73.97799370111 40.596394637076)
8520,1058401,Active,109233,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Broadway,W,West 177 Street,West 176 Street,40.84726578,-73.93823765,1001337.684,247965.2318,POINT (-73.938237652259 40.847265779608)
12275,4063030,Inactive,443333,2 HR Pas Mon-Sat 0800-2200,,On Street,Queens,Northern Boulevard,S,Main Street,Union Street,40.76364977,-73.82863172,1031721.741,217541.3776,POINT (-73.82863172466 40.763649770437)
6771,2093007,Active,209362,2 HR Pas Mon-Sat 0800-2000,,On Street,Bronx,White Plains Road,E,Lydig Avenue,Pelham Parkway,40.85492811,-73.86758133,1020881.817,250778.5749,POINT (-73.867581329787 40.854928112147)
13556,4473129,Active,438616,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Hillside Avenue,N,259 Street,258 Street,40.73709414,-73.7099027,1064643.515,207952.9903,POINT (-73.709902703106 40.737094138586)
99,4072222,Retired,424204,1HR Pas Mon-Sat 0800-1900,,On Street,Queens,Newtown Road,W,Broadway,49 Street,40.75547597,-73.91208136,1008607.864,214529.1845,POINT (-73.912081359058 40.755475973272)
3496,4293005,Active,458813,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,101 Avenue,S,100 Street,101 Street,40.68534457,-73.84197712,1028076.324,189005.4642,POINT (-73.841977116188 40.685344566137)
817,1389692,Active,109250,2 HR Pas Mon-Sat 1300-1900,,On Street,Manhattan,Amsterdam Avenue,W,West 107 Street,West 108 Street,40.8014723,-73.96507788,993918.4954,231276.9027,POINT (-73.965077880367 40.801472299867)
3677,4303069,Retired,407463,1HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jericho Turnpike,N,Commonwealth Boulevard,91 Avenue,40.72571147,-73.71994266,1061874.451,203796.8943,POINT (-73.719942655388 40.725711469041)
13737,4493144,Active,401060,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,63 Drive,W,Austin Street,Alderton Street,40.72687085,-73.86452944,1021798.235,204124.2394,POINT (-73.864529437365 40.726870847268)
7493,2213013,Active,219632,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Brooke Avenue,E,East 139 Street,East 138 Street,40.80785595,-73.91895014,1006687.21,233611.1454,POINT (-73.9189501414 40.807855953267)
10785,1433074,Inactive,105039,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 53 Street,N,5 Avenue,6 Avenue,40.7608046,-73.97664578,990719.7715,216459.2171,POINT (-73.976645778867 40.760804602917)
7273,2203013,Inactive,217101,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Westchester Avenue,N,Colgate Avenue,Bronx River Avenue,40.82843767,-73.88233244,1016814.091,241121.297,POINT (-73.882332440339 40.82843766807)
15164,1273091,Active,110288,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Lexington Avenue,E,East 97 Street,East 96 Street,40.78617635,-73.95060323,997929.0717,225705.9889,POINT (-73.950603229797 40.786176351739)
4199,3123042,Active,337752,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,51 Street,S,6 Avenue,5 Avenue,40.64430667,-74.01059434,981309.938,174014.8508,POINT (-74.010594342366 40.644306673288)
4864,3149827,Active,311355,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,15 Street,S,5 Avenue,4 Avenue,40.66566046,-73.98962837,987127.3364,181794.6201,POINT (-73.989628366493 40.665660458946)
11810,1013010,Active,113075,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,West 125 Street,N,8 Avenue,St. Nicholas Avenue,40.81064373,-73.95207331,997517.0952,234620.082,POINT (-73.952073314341 40.810643733516)
10237,1443759,Active,107254,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,5 Avenue,E,East 27 Street,East 26 Street,40.7438286,-73.9878087,987628.1907,210273.6838,POINT (-73.987808702361 40.743828602633)
6697,2313043,Retired,213757,"Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,On Street,Bronx,Buhre Avenue,N,Mahan Avenue,Westchester Avenue,40.84771992,-73.83054553,1031132.334,248170.0152,POINT (-73.830545530282 40.847719921539)
1886,5053300,Active,522057,2 HR Pas Mon-Sat 0900-1700,,On Street,Staten Island,Clawson Street,N,Coddington Avenue,New Dorp Lane,40.57153602,-74.11207858,953112.8841,147522.3569,POINT (-74.11207857903 40.571536020259)
2736,4443046,Active,454653,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Liberty Avenue,N,106 Street,105 Street,40.68296654,-73.83525917,1029941.117,188142.5155,POINT (-73.835259173053 40.682966543041)
2538,4173047,Retired,465682,2HR Pas Mon-Sat 0830-1900,,On Street,Queens,Queens Boulevard,S,67 Drive,68 Drive,40.72480228,-73.85058589,1025664.235,203376.8823,POINT (-73.850585889732 40.724802281402)
843,1218205,Active,113235,2HR Pas Mon-Sat 1600-2200,,On Street,Manhattan,Broadway,W,West 98 Street,West 97 Street,40.79565318,-73.97127699,992202.9135,229156.1694,POINT (-73.971276987088 40.795653175746)
10596,1453211,Active,103146,1HR Com Mon-Sat 0600-2200,,On Street,Manhattan,West 14 Street,N,7 Avenue,8 Avenue,40.73935294,-74.00137639,983868.5779,208642.8239,POINT (-74.001376393145 40.739352935291)
13523,4513035,Retired,458321,12 HR Pas Mon-Sat 0700-1900,,On Street,Queens,56 Avenue,N,142 Street,Main Street,40.74769913,-73.82340216,1033182.128,211732.9303,POINT (-73.823402157601 40.747699131203)
6436,3303031,Active,301103,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Harman Street,N,Irving Avenue,Knickerbocker Avenue,40.69957459,-73.91926148,1006637.382,194160.6678,POINT (-73.919261484686 40.69957459317)
8036,4233168,Active,425972,2 HR Pas Mon-Sat 0900-1500,,On Street,Queens,31 Street,W,30 Avenue,30 Drive,40.76666102,-73.92170713,1005937.402,218601.7315,POINT (-73.92170712789 40.766661018032)
5697,3343020,Active,313522,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Jerome Avenue,S,East 18 Street,East 19 Street,40.58752675,-73.95106574,997841.422,153332.0566,POINT (-73.951065741461 40.587526754912)
10894,1433207,Active,107008,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 51 Street,N,Madison Avenue,5 Avenue,40.75871477,-73.97556558,991019.2302,215697.9043,POINT (-73.975565576071 40.758714770257)
12550,3073017,Active,320508,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,23 Avenue,W,86 Street,Benson Avenue,40.60041177,-73.99187642,986505.8764,158022.7027,POINT (-73.991876424993 40.600411768497)
13581,4373106,Active,438432,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,18 Avenue,N,123 Street,College Point Boulevard,40.78326212,-73.84522417,1027112.75,224678.2436,POINT (-73.845224167594 40.783262115498)
6574,2262772,Active,212439,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Godwin Terrace,W,West 231 Street,West 230 Street,40.87907796,-73.90611228,1010213.331,259563.5341,POINT (-73.906112278475 40.879077958162)
179,1208004,Active,112978,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,3 Avenue,E,East 73 Street,East 74 Street,40.7707261,-73.95974529,995400.0174,220075.6452,POINT (-73.959745290522 40.770726098093)
9385,1443007,Active,103670,3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 39 Street,N,Avenue of the Americas,Broadway,40.7532424,-73.98607783,988107.2685,213703.5051,POINT (-73.986077827507 40.753242402336)
11555,1033095,Active,113991,2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,Columbus Avenue,W,West 69 Street,West 68 Street,40.77501972,-73.98066043,989606.4581,221637.9849,POINT (-73.98066042821 40.775019720958)
7365,2053044,Active,215076,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,3 Avenue,W,East 178 Street,East Tremont Avenue,40.8475052,-73.89586448,1013060.89,248063.5646,POINT (-73.895864478144 40.84750520478)
5925,3463003,Active,314387,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,13 Avenue,W,71 Street,72 Street,40.6222552,-74.00549771,982723.8134,165980.7777,POINT (-74.005497707571 40.622255202611)
7199,2043010,Active,223481,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Walton Avenue,W,East 170 Street,Elliot Place,40.83923731,-73.91626097,1007420.73,245045.2088,POINT (-73.916260967675 40.839237307306)
13859,4163122,Active,417432,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Merrick Boulevard,S,231 Street,232 Street,40.67521497,-73.73810119,1056896.409,185384.0289,POINT (-73.73810118695 40.675214969821)
15005,4153017,Active,429622,2 HR Pas Mon-Sat 0800-1400,,On Street,Queens,Thomson Avenue,S,31 Street,Van Dam Street,40.74482998,-73.93501147,1002257.954,210644.9639,POINT (-73.93501147065 40.744829983765)
11967,1263018,Active,107001,3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,,On Street,Manhattan,1 Avenue,E,East 63 Street,East 64 Street,40.76235488,-73.95983263,995377.2228,217025.7241,POINT (-73.95983263444 40.762354884156)
7692,4233154,Active,413329,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,35 Street,W,Broadway,31 Avenue,40.76272236,-73.92042849,1006292.893,217167.0683,POINT (-73.920428489534 40.762722360524)
14519,1264934,Active,114260,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,2 Avenue,E,East 89 Street,East 88 Street,40.77942938,-73.95048423,997963.4155,223247.857,POINT (-73.95048422802 40.779429380646)
10771,1433058,Inactive,105079,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 51 Street,N,5 Avenue,6 Avenue,40.75975524,-73.97802608,990337.4845,216076.7999,POINT (-73.978026083303 40.759755237237)
6565,2262765,Active,206106,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,West 231 Street,N,Tibbett Avenue,Irwin Avenue,40.88124468,-73.90902876,1009405.998,260352.1076,POINT (-73.909028763031 40.881244684505)
13951,4273013,Active,439152,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Northern Boulevard,S,106 Street,107 Street,40.7576754,-73.86239127,1022373.236,215348.2285,POINT (-73.862391272591 40.757675401164)
7662,5063012,Active,509416,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,Winthrop Place,W,Victory Boulevard,Windsor Road,40.61291976,-74.12143253,950535.1173,162602.9504,POINT (-74.121432533302 40.612919756654)
8448,1473067,Retired,106993,3HR Com Mon-Fri 0830-1800 /2HR Pas Sat 0830-1800,,On Street,Manhattan,East 12 Street,N,Broadway,Lafayette Street,40.73310118,-73.99072982,986819.1681,206365.2448,POINT (-73.990729815847 40.733101178249)
2428,4413024,Active,462466,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Queens Boulevard,S,55 Road,56 Avenue,40.73476349,-73.87517149,1018844.491,206995.3899,POINT (-73.875171493026 40.734763488892)
2649,4081855,Active,421362,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,165 Street,W,89 Avenue,Hillside Avenue,40.7088206,-73.79709888,1040503.097,197584.0957,POINT (-73.797098879143 40.70882059611)
11465,1033041,Active,112489,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,West 75 Street,N,Amsterdam Avenue,Broadway,40.78088673,-73.98085698,989551.5511,223775.523,POINT (-73.980856984334 40.780886732283)
13949,4273011,Inactive,444003,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Northern Boulevard,S,104 Street,105 Street,40.75761172,-73.8641637,1021882.239,215324.26,POINT (-73.864163695163 40.757611717394)
6258,3483041,Active,307978,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,McDonald Avenue,W,Quentin Road,Kings Highway,40.60572741,-73.9725197,991880.5349,159960.4193,POINT (-73.972519700263 40.605727408194)
14864,4443177,Active,453137,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Rockaway Boulevard,S,100 Street,101 Street,40.67980719,-73.83902838,1028897.837,186989.5309,POINT (-73.839028384384 40.679807191686)
14063,3123184,Active,336082,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,7 Avenue,E,60 Street,59 Street,40.63707176,-74.01140468,981084.7156,171379.0037,POINT (-74.011404681263 40.637071760201)
12578,3073045,Active,307930,2 HR Pas Mon-Sat 0730-1900,,On Street,Brooklyn,New Utrecht Avenue,W,85 Street,86 Street,40.60726248,-74.00172906,983769.8989,160518.4923,POINT (-74.001729056353 40.607262476827)
7399,2053012,Active,215498,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East Tremont Avenue,S,3 Avenue,Arthur Avenue,40.8463928,-73.89372973,1013651.996,247658.9841,POINT (-73.893729729602 40.846392802582)
5208,3383001,Retired,328752,2HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Wortman Avenue,N,Vermont Street,Pennsylvania Avenue,40.65572728,-73.88795026,1015339.869,178195.3983,POINT (-73.887950258916 40.655727278285)
5731,3413067,Active,309520,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,65 Street,N,24 Avenue,23 Avenue,40.61193751,-73.97810274,990329.7113,162222.482,POINT (-73.978102737183 40.611937506078)
6140,3573025,Active,322675,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Nostrand Avenue,W,Avenue Y,Avenue Z,40.59104419,-73.9402214,1000852.548,154615.4159,POINT (-73.940221398378 40.591044190523)
6439,3303034,Active,303290,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Harman Street,S,Knickerbocker Avenue,Myrtle Avenue,40.69916488,-73.91953382,1006562.005,194011.3263,POINT (-73.919533822824 40.699164875985)
5191,3383018,Active,339154,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Avenue L,N,East 98 Street,Rockaway Parkway,40.63893028,-73.89502097,1013385.331,172073.3633,POINT (-73.895020966063 40.638930275064)
4394,3163001,Active,302799,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Nostrand Avenue,W,Hawthorne Street,Winthrop Street,40.65734561,-73.95035422,998024.6299,178769.0211,POINT (-73.950354219104 40.657345611333)
4718,3123150,Active,329736,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,54 Street,N,8 Avenue,9 Avenue,40.63877718,-74.00578144,982645.4464,172000.183,POINT (-74.005781436193 40.638777184773)
7950,3149850,Active,303745,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 Avenue,W,19 Street,20 Street,40.66216442,-73.99268688,986278.9398,180520.83,POINT (-73.992686876233 40.662164422349)
3834,4263017,Active,456801,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Fresh Pond Road,E,Woodbine Street,Palmetto Street,40.7082005,-73.89777021,1012592.868,197309.5654,POINT (-73.897770206787 40.708200500468)
